method,policy,policy_kind,layer,linear_type,selected_modules,replaced_modules,loss,loss_delta_vs_dense,ppl,loss_tokens,loss_sum,dense_loss
sparse_bf16,layer_type:11:gate_proj,layer_type,11,gate_proj,1,1,1.9586329338835178,0.0007444790431432313,7.089628446512949,65408,128110.26293945312,1.9578884548403745
sparse_bf16,layer_type:11:up_proj,layer_type,11,up_proj,1,1,1.9599237567991192,0.002035301958744684,7.098785810370846,65408,128194.6930847168,1.9578884548403745
sparse_bf16,layer_type:11:down_proj,layer_type,11,down_proj,1,1,1.9593149323286143,0.0014264774882397635,7.094465211235319,65408,128154.87109375,1.9578884548403745
sparse_bf16,layer_type:12:q_proj,layer_type,12,q_proj,1,1,1.958282605076023,0.0003941502356483717,7.087145180438919,65408,128087.3486328125,1.9578884548403745
sparse_bf16,layer_type:12:k_proj,layer_type,12,k_proj,1,1,1.9579766417202884,8.81868799138541e-05,7.084977105409603,65408,128067.33618164062,1.9578884548403745
sparse_bf16,layer_type:12:v_proj,layer_type,12,v_proj,1,1,1.958516403653617,0.0006279488132423516,7.0888023386143715,65408,128102.64093017578,1.9578884548403745
sparse_bf16,layer_type:12:o_proj,layer_type,12,o_proj,1,1,1.95773979362443,-0.0001486612159444789,7.083299240780352,65408,128051.84442138672,1.9578884548403745
sparse_bf16,layer_type:12:gate_proj,layer_type,12,gate_proj,1,1,1.9583359119243584,0.00044745708398385986,7.0875229838818505,65408,128090.83532714844,1.9578884548403745
sparse_bf16,layer_type:12:up_proj,layer_type,12,up_proj,1,1,1.9589188742777606,0.001030419437386021,7.0916559475243846,65408,128128.96572875977,1.9578884548403745
sparse_bf16,layer_type:12:down_proj,layer_type,12,down_proj,1,1,1.9596155478296449,0.001727092989270318,7.096598238043736,65408,128174.5337524414,1.9578884548403745
sparse_bf16,layer_type:13:q_proj,layer_type,13,q_proj,1,1,1.9585892454285445,0.0007007905881699639,7.0893187183656075,65408,128107.40536499023,1.9578884548403745
